idx,filename,subclass,intervals,question
12919,693937.mp3,Whistle,"[1.35-7.28, 10.80-16.50]",What time ranges correspond to occurrences of the event 'whistle'?
12920,693943.mp3,Vehicle engine,[0.02-21.07],Specify the time ranges in which the audio event 'vehicle engine' is detected.
12921,69422.mp3,Cow Moo,"[0.00-0.66, 4.91-5.98, 6.68-7.92, 8.85-10.47, 13.48-14.78, 18.20-19.40, 20.26-22.12, 22.95-24.35]",Show the time intervals in which the 'cow moo' sound is active.
12922,69442.mp3,Door sounds,[8.69-9.67],Provide the time segments in which the sound 'door sounds' occurs.
12923,69442.mp3,Squeaking,[0.00-6.45],What time ranges contain occurrences of sound type 'squeaking'?
12924,69442.mp3,Vehicle engine,"[6.57-8.66, 10.20-15.73]",What time ranges contain occurrences of the audio event 'vehicle engine'?
12925,69444.mp3,Announcement,[8.93-9.69],Identify all time segments where the audio event 'announcement' takes place.
12926,69444.mp3,Bus sound,[10.14-20.72],During which intervals can the 'bus sound' sound be heard?
12927,69444.mp3,Vehicle braking,[0.00-8.06],Show the time intervals in which the event 'vehicle braking' is active.
12928,69445.mp3,Bus sound,[0.00-20.09],Identify all time segments where the sound 'bus sound' takes place.
12929,69446.mp3,Vehicle braking,[0.00-23.06],During which time periods is the audio event 'vehicle braking' audible?
12930,695374.mp3,Bicycle,[0.03-13.79],In which time segments does the 'bicycle' sound happen?
12931,695630.mp3,Cat Meowing,[0.00-22.77],What time ranges correspond to occurrences of the 'cat meowing' sound?
12932,695811.mp3,Drums,[23.29-24.07],Identify the time periods containing occurrences of the event 'drums'.
12933,695811.mp3,Stream_River,[0.00-24.07],Specify the time ranges in which the event 'stream_river' is detected.
12934,695812.mp3,Stream_River,[0.00-19.70],Give all intervals that contain the sound 'stream_river'.
12935,695812.mp3,Wind,[0.00-9.03],In which time segments does the 'wind' sound happen?
12936,695823.mp3,Stream_River,[0.00-26.12],What time segments include the event 'stream_river'?
12937,695823.mp3,Thud,"[10.86-11.17, 15.52-16.19, 19.55-20.06]",List all time periods where the 'thud' sound can be heard.
12938,695874.mp3,Raining,[0.40-20.46],What time intervals does sound type 'raining' occur in?
12939,695874.mp3,Thunder,[0.40-17.32],Provide the time segments in which the event 'thunder' occurs.
12940,695880.mp3,Atmospheric Sounds,[0.00-27.01],In which ranges does sound type 'atmospheric sounds' occur?
12941,695880.mp3,Guitar Playing,[8.89-27.01],Identify every interval in which the event 'guitar playing' takes place.
12942,695946.mp3,Alarm sound,[12.29-13.36],Provide the time segments in which the audio event 'alarm sound' occurs.
12943,695946.mp3,Traffic Noise,[0.02-15.79],In which time segments does the sound 'traffic noise' happen?
12944,69598.mp3,Power Drill,"[0.01-2.17, 8.78-17.56]",Identify all time segments where the audio event 'power drill' takes place.
12945,69598.mp3,Whistle,[2.52-6.00],In which ranges does the sound 'whistle' occur?
12946,696037.mp3,Bird Chirp,[0.00-17.33],Provide the time segments in which the audio event 'bird chirp' occurs.
12947,696037.mp3,Machine sounds,[11.75-17.33],What time segments include the 'machine sounds' sound?
12948,696037.mp3,Screaming,"[3.52-4.29, 7.26-8.18, 10.00-10.59, 13.28-14.05]",What time segments include the event 'screaming'?
12949,696037.mp3,Stream_River,[0.00-17.33],In which time segments does the event 'stream_river' happen?
12950,696045.mp3,Washing Machine,[0.00-25.22],What time ranges correspond to occurrences of the sound 'washing machine'?
12951,69610.mp3,Elevator,[5.28-7.89],What time segments include the sound 'elevator'?
12952,69610.mp3,Human Speech,[10.68-22.73],Provide all time ranges where the audio event 'human speech' is present.
12953,69610.mp3,Saxophone,[0.10-5.18],What time segments include the 'saxophone' sound?
12954,69613.mp3,Cowbell Ringing,[0.00-15.37],What time segments include sound type 'cowbell ringing'?
12955,696163.mp3,Siren,[0.00-24.79],Show the time intervals in which sound type 'siren' is active.
12956,696164.mp3,Siren,[0.00-18.65],Provide the time segments in which sound type 'siren' occurs.
12957,696165.mp3,Alarm sound,[0.83-19.27],List every time segment where the event 'alarm sound' is present.
12958,696169.mp3,Alarm sound,"[0.00-8.27, 8.79-15.42, 15.96-22.28]",Identify all time segments where the event 'alarm sound' takes place.
12959,696182.mp3,Bird Chirp,[0.00-21.42],What time segments include the 'bird chirp' sound?
12960,696182.mp3,Humming,"[0.55-2.21, 4.88-5.91, 8.73-9.48]",List all time periods where sound type 'humming' can be heard.
12961,696182.mp3,Insect Buzzing,[0.00-21.42],During which time periods is the audio event 'insect buzzing' audible?
12962,696185.mp3,Insect Buzzing,[0.05-23.60],Provide all time ranges where the 'insect buzzing' sound is present.
12963,696332.mp3,Siren,[0.02-21.64],Identify every interval in which the event 'siren' takes place.
12964,696332.mp3,Traffic Noise,[0.00-21.64],List every time segment where the audio event 'traffic noise' is present.
12965,69641.mp3,Cow Moo,"[0.00-8.11, 8.73-17.92]",During which time periods is sound type 'cow moo' audible?
12966,696534.mp3,Clicking,[9.94-11.00],During which intervals can the 'clicking' sound be heard?
12967,696534.mp3,Vehicle engine,"[6.90-8.86, 19.94-22.61]",What time ranges contain occurrences of the audio event 'vehicle engine'?
12968,696633.mp3,Bell Ringing,[0.00-4.77],During which intervals can the audio event 'bell ringing' be heard?
12969,696803.mp3,Cat Meowing,[0.03-18.42],Provide all time ranges where the event 'cat meowing' is present.
12970,697042.mp3,Car driving by,"[0.02-3.90, 4.76-7.56, 11.42-14.96]",What time segments include the event 'car driving by'?
12971,697042.mp3,Traffic Noise,[0.00-17.59],Identify all time segments where the 'traffic noise' sound takes place.
12972,697043.mp3,Car driving by,"[0.00-8.48, 9.90-21.34]",List all time intervals during which the 'car driving by' sound appears.
12973,697044.mp3,Car driving by,"[0.13-7.08, 8.09-12.33, 13.18-22.03]",Show the time intervals in which the event 'car driving by' is active.
12974,697048.mp3,Bicycle,[0.00-19.62],What time intervals does the sound 'bicycle' occur in?
12975,697358.mp3,Vacuum Cleaner,"[0.13-9.44, 10.93-16.78]",Show the time intervals in which the sound 'vacuum cleaner' is active.
12976,697765.mp3,Train sound,[2.23-10.90],List all time periods where the 'train sound' sound can be heard.
12977,697810.mp3,Crying,"[4.97-9.47, 11.60-14.53, 18.73-26.46]",Identify every interval in which the event 'crying' takes place.
12978,697810.mp3,Hiccup,[2.57-3.55],What are the time periods when the audio event 'hiccup' takes place?
12979,697810.mp3,Machine sounds,[0.00-26.55],What time segments include the event 'machine sounds'?
12980,697810.mp3,Monotone Sounds,[0.00-26.55],Identify every interval in which the event 'monotone sounds' takes place.
12981,697870.mp3,Waves,[0.04-29.03],In which ranges does sound type 'waves' occur?
12982,697873.mp3,Human Speech,[21.45-24.18],Specify the time ranges in which the sound 'human speech' is detected.
12983,697873.mp3,Shouting,[6.12-8.45],What time ranges contain occurrences of the 'shouting' sound?
12984,697873.mp3,Waves,[0.00-27.12],What time ranges contain occurrences of sound type 'waves'?
12985,698102.mp3,Drums,[0.02-28.32],In which ranges does the event 'drums' occur?
12986,698102.mp3,Guitar Playing,[0.02-28.32],What are the time periods when the 'guitar playing' sound takes place?
12987,698105.mp3,Piano Playing,[0.04-27.93],Specify the time ranges in which the event 'piano playing' is detected.
12988,698105.mp3,Violin Playing,[0.00-27.93],List all time periods where sound type 'violin playing' can be heard.
12989,698176.mp3,Drums,[0.05-21.75],List every time segment where the event 'drums' is present.
12990,698281.mp3,Violin Playing,[0.00-18.74],Provide all time ranges where the sound 'violin playing' is present.
12991,698282.mp3,Electronic Game,[0.02-23.23],During which time periods is the audio event 'electronic game' audible?
12992,698282.mp3,Singing,[0.00-23.23],What time ranges correspond to occurrences of sound type 'singing'?
12993,698450.mp3,Bell Ringing,[0.00-19.36],What time ranges contain occurrences of the 'bell ringing' sound?
12994,698450.mp3,Guitar Playing,[0.00-19.36],Specify the time ranges in which the event 'guitar playing' is detected.
12995,698455.mp3,Guitar Playing,"[2.21-10.11, 11.27-12.36, 12.88-21.13]",List all time intervals during which the sound 'guitar playing' appears.
12996,698456.mp3,Guitar Playing,[1.16-14.71],Identify the time periods containing occurrences of the sound 'guitar playing'.
12997,698458.mp3,Guitar Playing,[1.13-21.07],Identify all time segments where the audio event 'guitar playing' takes place.
12998,698699.mp3,Bell Ringing,[7.88-10.40],In which ranges does sound type 'bell ringing' occur?
12999,698699.mp3,Cowbell Ringing,[0.00-16.31],Give all intervals that contain sound type 'cowbell ringing'.
13000,698699.mp3,Monotone Sounds,[3.73-7.88],Show the time intervals in which the sound 'monotone sounds' is active.
13001,698699.mp3,Thud,[10.77-16.31],Show the time intervals in which sound type 'thud' is active.
13002,698699.mp3,Ticking,[0.00-3.82],What time ranges correspond to occurrences of the sound 'ticking'?
13003,698751.mp3,Hammer,[0.03-23.93],Identify every interval in which the event 'hammer' takes place.
13004,698811.mp3,Raining,[0.00-21.06],Provide all time ranges where the audio event 'raining' is present.
13005,698811.mp3,Thunder,[0.51-20.06],List every time segment where the sound 'thunder' is present.
13006,699127.mp3,Stream_River,[0.00-15.38],In which time segments does the event 'stream_river' happen?
13007,699133.mp3,Atmospheric Sounds,[0.05-15.14],List all time periods where the event 'atmospheric sounds' can be heard.
13008,699133.mp3,Bird Chirp,[7.71-8.08],List all time periods where the event 'bird chirp' can be heard.
13009,699261.mp3,Breathing,"[1.84-3.59, 7.72-9.17, 12.46-13.55, 16.32-17.83]",Provide the time segments in which the audio event 'breathing' occurs.
13010,699261.mp3,White noise,[17.84-18.03],Provide all time ranges where the 'white noise' sound is present.
13011,699261.mp3,Wind,"[4.30-7.50, 9.20-12.02, 13.58-16.11]",During which intervals can the 'wind' sound be heard?
13012,699371.mp3,Guitar Playing,[0.00-28.84],What time segments include the 'guitar playing' sound?
13013,699375.mp3,Atmospheric Sounds,"[0.09-1.51, 24.49-25.78]",During which intervals can sound type 'atmospheric sounds' be heard?
13014,699375.mp3,Distant Sounds,"[6.24-7.84, 12.21-15.76, 18.33-21.79, 26.21-26.70]",Provide the time segments in which the audio event 'distant sounds' occurs.
13015,699375.mp3,Violin Playing,[0.00-26.70],During which intervals can the sound 'violin playing' be heard?
13016,699398.mp3,Lawn Mower,[0.00-21.84],What time ranges contain occurrences of the audio event 'lawn mower'?
13017,699398.mp3,Machine sounds,[0.00-21.84],Identify the time periods containing occurrences of the event 'machine sounds'.
13018,69979.mp3,Singing,[0.09-25.14],Specify the time ranges in which the 'singing' sound is detected.
13019,699802.mp3,Bird Chirp,[21.23-23.07],What are the time periods when sound type 'bird chirp' takes place?
13020,699802.mp3,Train sound,[0.00-18.10],List all time intervals during which sound type 'train sound' appears.
13021,699802.mp3,Wind,"[5.88-9.59, 17.11-22.83]",List every time segment where the sound 'wind' is present.
13022,699826.mp3,Guitar Playing,[0.00-18.79],In which ranges does the 'guitar playing' sound occur?
13023,699826.mp3,Monotone Sounds,[0.01-18.79],List all time periods where the sound 'monotone sounds' can be heard.
13024,699890.mp3,Machine sounds,[0.05-18.29],During which intervals can the audio event 'machine sounds' be heard?
13025,699891.mp3,Raining,[0.00-26.03],Identify the time periods containing occurrences of the audio event 'raining'.
13026,700033.mp3,Airplane sound,[0.00-17.63],What are the time periods when the event 'airplane sound' takes place?
13027,700056.mp3,Beeping,[9.71-26.30],List every time segment where the 'beeping' sound is present.
13028,700056.mp3,Metallic Sounds,[14.41-15.22],In which ranges does the audio event 'metallic sounds' occur?
13029,700056.mp3,Siren,[0.00-26.30],During which time periods is the 'siren' sound audible?
13030,70024.mp3,Footsteps,[0.02-16.46],During which time periods is the event 'footsteps' audible?
13031,700381.mp3,Cow Moo,"[0.06-8.51, 10.71-16.18]",In which ranges does sound type 'cow moo' occur?
13032,700436.mp3,Crying,"[1.29-2.10, 3.15-4.17, 5.22-8.84]",Provide the time segments in which the 'crying' sound occurs.
13033,700436.mp3,Grinding,[19.57-20.66],What time intervals does the event 'grinding' occur in?
13034,700436.mp3,Human Speech,[0.07-20.86],During which time periods is sound type 'human speech' audible?
13035,700436.mp3,Wood sounds,"[18.93-19.15, 20.79-20.92]",Provide all time ranges where the 'wood sounds' sound is present.
13036,700444.mp3,Raining,[0.00-17.23],Show the time intervals in which the 'raining' sound is active.
13037,700444.mp3,Wind,"[6.96-7.96, 14.11-15.11, 16.28-17.23]",What time ranges contain occurrences of the 'wind' sound?
13038,700559.mp3,Airplane sound,[0.00-24.08],List all time periods where the 'airplane sound' sound can be heard.
13039,700598.mp3,Machine sounds,[0.00-27.99],Identify the time periods containing occurrences of the audio event 'machine sounds'.
13040,700598.mp3,Washing Machine,[0.00-27.99],In which ranges does the audio event 'washing machine' occur?
13041,700600.mp3,Distant Sounds,"[0.00-7.22, 11.03-29.91]",List all time intervals during which the sound 'distant sounds' appears.
13042,700600.mp3,Human Speech,[7.21-11.05],What time ranges contain occurrences of the event 'human speech'?
13043,700611.mp3,Laughter,"[8.72-9.17, 13.87-14.83]",Show the time intervals in which the audio event 'laughter' is active.
13044,700611.mp3,Sheep_Goat Bleat,"[1.32-2.06, 4.46-6.07, 11.57-12.87, 16.00-18.37, 18.93-20.53]",Provide the time segments in which the sound 'sheep_goat bleat' occurs.
13045,700611.mp3,Wind,"[0.01-1.33, 2.04-4.46, 6.05-11.58, 12.87-13.90, 14.82-16.02, 17.12-17.63, 18.36-18.94, 20.52-21.06]",List all time periods where the 'wind' sound can be heard.
13046,70087.mp3,Footsteps,[0.03-19.20],List all time intervals during which the event 'footsteps' appears.
13047,70087.mp3,Human Speech,[0.07-19.20],Provide all time ranges where sound type 'human speech' is present.
13048,70087.mp3,Wind,[0.03-19.20],Give all intervals that contain the event 'wind'.
13049,70088.mp3,Bell Ringing,[0.00-26.81],List every time segment where the event 'bell ringing' is present.
13050,700921.mp3,Power Drill,[0.00-23.39],Give all intervals that contain the audio event 'power drill'.
13051,700922.mp3,Insect Buzzing,"[2.22-3.01, 6.10-7.00, 10.98-12.19, 15.99-17.70]",Show the time intervals in which sound type 'insect buzzing' is active.
13052,700948.mp3,Bird Chirp,"[0.00-2.40, 7.57-8.02, 9.58-14.01, 17.08-17.59, 18.48-19.84]",During which time periods is the event 'bird chirp' audible?
13053,700948.mp3,Car driving by,"[2.09-4.50, 6.11-7.98]",Identify the time periods containing occurrences of sound type 'car driving by'.
13054,700948.mp3,Traffic Noise,"[11.84-14.08, 16.96-19.10]",What time intervals does the audio event 'traffic noise' occur in?
13055,700949.mp3,Bird Chirp,[0.75-11.30],What time ranges correspond to occurrences of the event 'bird chirp'?
13056,700949.mp3,Human Speech,[0.05-0.75],During which intervals can the 'human speech' sound be heard?
13057,700949.mp3,Wind,"[12.82-15.41, 16.13-21.73]",What time ranges correspond to occurrences of the event 'wind'?
13058,700963.mp3,Laughter,[0.02-15.79],List every time segment where the sound 'laughter' is present.
13059,700964.mp3,Laughter,[0.04-14.66],What time intervals does the audio event 'laughter' occur in?
13060,701127.mp3,Bell Ringing,[0.02-17.70],What time ranges correspond to occurrences of the audio event 'bell ringing'?
13061,701127.mp3,Car driving by,[16.06-17.70],In which time segments does sound type 'car driving by' happen?
13062,701127.mp3,Human Speech,[0.00-17.70],List all time periods where the audio event 'human speech' can be heard.
13063,701127.mp3,Vehicle engine,[11.00-14.54],What time ranges correspond to occurrences of sound type 'vehicle engine'?
13064,701167.mp3,Bell Ringing,[0.00-16.21],Identify the time periods containing occurrences of the 'bell ringing' sound.
13065,701167.mp3,Distant Sounds,[0.00-16.21],Identify the time periods containing occurrences of sound type 'distant sounds'.
13066,701180.mp3,Bird Chirp,"[0.54-0.69, 13.59-13.77]",Specify the time ranges in which the 'bird chirp' sound is detected.
13067,701180.mp3,Insect Buzzing,[14.86-15.37],In which ranges does sound type 'insect buzzing' occur?
13068,701183.mp3,Rustling,[0.00-23.20],Provide all time ranges where the audio event 'rustling' is present.
13069,701183.mp3,Wind,[0.06-23.20],Give all intervals that contain sound type 'wind'.
13070,701183.mp3,Wood sounds,[0.00-23.20],Provide the time segments in which the audio event 'wood sounds' occurs.
13071,701263.mp3,Bird Chirp,"[0.00-1.21, 1.79-8.23, 8.86-10.76, 11.44-11.93, 12.56-13.47, 14.07-14.40, 14.97-15.19, 15.73-15.96, 16.48-20.53]",In which ranges does the sound 'bird chirp' occur?
13072,701273.mp3,Vacuum Cleaner,[0.00-21.34],List all time periods where sound type 'vacuum cleaner' can be heard.
13073,701281.mp3,Bird Chirp,"[6.35-7.72, 8.98-14.50]",What time segments include sound type 'bird chirp'?
13074,701471.mp3,Train sound,[2.02-23.84],What time ranges contain occurrences of the audio event 'train sound'?
13075,701967.mp3,Bird Chirp,"[12.69-13.10, 18.46-21.83]",List every time segment where the event 'bird chirp' is present.
13076,701967.mp3,Wind,[0.00-21.83],In which ranges does the event 'wind' occur?
13077,702042.mp3,Drums,"[0.36-1.67, 6.28-7.22, 12.33-13.67, 15.30-16.86]",List all time periods where the audio event 'drums' can be heard.
13078,702098.mp3,Alarm sound,[0.00-24.98],What are the time periods when sound type 'alarm sound' takes place?
13079,702098.mp3,Traffic Noise,[0.00-24.98],List all time periods where the sound 'traffic noise' can be heard.
13080,702098.mp3,Vehicle Horn Honk,"[8.91-12.33, 19.99-21.02]",List all time intervals during which the audio event 'vehicle horn honk' appears.
13081,702133.mp3,Singing,[0.00-18.53],Provide the time segments in which the sound 'singing' occurs.
13082,702162.mp3,Beeping,"[0.00-0.52, 1.45-2.02, 2.95-3.50, 4.51-5.06, 6.01-6.56, 7.52-8.09, 9.10-9.62, 10.58-11.18, 12.11-12.68, 13.66-14.18, 15.17-15.74, 16.67-17.19, 18.20-18.72, 19.73-20.25, 21.23-21.78, 22.77-23.31, 24.27-24.84, 25.83-26.32, 27.33-27.90, 28.86-29.30]",What are the time periods when the sound 'beeping' takes place?
13083,702233.mp3,Bird Chirp,"[0.49-2.81, 10.16-11.37]",What time segments include the 'bird chirp' sound?
13084,702233.mp3,White noise,[0.02-19.65],Provide the time segments in which the 'white noise' sound occurs.
13085,702233.mp3,Wind,[0.03-19.65],List all time periods where the event 'wind' can be heard.
13086,702258.mp3,Guitar Playing,[0.00-19.12],List all time periods where the sound 'guitar playing' can be heard.
13087,702299.mp3,Raining,[0.05-25.28],What time intervals does the audio event 'raining' occur in?
13088,702303.mp3,Airplane sound,[0.00-27.32],In which ranges does the event 'airplane sound' occur?
13089,702303.mp3,Raining,[0.00-27.32],List all time periods where the event 'raining' can be heard.
13090,702305.mp3,Car driving by,[15.44-18.72],List all time intervals during which the 'car driving by' sound appears.
13091,702305.mp3,Raining,[0.01-18.72],What time ranges correspond to occurrences of the sound 'raining'?
13092,702305.mp3,Traffic Noise,[0.00-18.72],In which time segments does the sound 'traffic noise' happen?
13093,702339.mp3,Bell Ringing,[0.00-17.98],In which time segments does sound type 'bell ringing' happen?
13094,702339.mp3,Human Speech,"[6.86-7.38, 13.39-17.98]",Provide the time segments in which the sound 'human speech' occurs.
13095,702346.mp3,Bird Chirp,[0.00-18.92],During which time periods is the 'bird chirp' sound audible?
13096,702346.mp3,Wind,[0.00-18.92],What are the time periods when the audio event 'wind' takes place?
13097,702408.mp3,Wind,[0.00-23.26],During which intervals can the audio event 'wind' be heard?
13098,702609.mp3,Vacuum Cleaner,[0.00-20.69],Provide the time segments in which the event 'vacuum cleaner' occurs.
13099,702623.mp3,Humming,[0.00-23.60],Identify the time periods containing occurrences of the 'humming' sound.
13100,702623.mp3,Raining,[0.00-23.60],Identify the time periods containing occurrences of the audio event 'raining'.
13101,702748.mp3,Helicopter sound,[0.00-28.75],What time ranges correspond to occurrences of the audio event 'helicopter sound'?
13102,702791.mp3,Ship_Boat sound,[0.13-25.50],In which time segments does the sound 'ship_boat sound' happen?
13103,702791.mp3,Stream_River,[25.65-27.44],What time segments include the audio event 'stream_river'?
13104,702791.mp3,Wolf Howl,[25.65-27.44],What time ranges correspond to occurrences of the audio event 'wolf howl'?
13105,702854.mp3,Siren,[0.01-16.74],During which time periods is the audio event 'siren' audible?
13106,702943.mp3,Water Dripping,[0.08-25.64],Specify the time ranges in which the sound 'water dripping' is detected.
13107,702955.mp3,Drums,[0.00-29.82],Identify all time segments where the sound 'drums' takes place.
13108,702955.mp3,Human Speech,"[3.91-5.63, 6.15-7.51, 18.84-22.26]",In which time segments does sound type 'human speech' happen?
13109,702955.mp3,Laughter,"[13.42-14.33, 17.26-18.03]",Identify every interval in which the audio event 'laughter' takes place.
13110,702955.mp3,Singing,[0.00-29.82],What time segments include the 'singing' sound?
13111,702988.mp3,Ship_Boat sound,[0.00-29.12],Identify every interval in which the audio event 'ship_boat sound' takes place.
13112,703105.mp3,Laughter,"[1.34-4.96, 6.26-7.50, 8.40-28.24]",Provide the time segments in which the audio event 'laughter' occurs.
13113,703146.mp3,Stream_River,[0.02-29.93],During which time periods is sound type 'stream_river' audible?
13114,703560.mp3,Lawn Mower,[0.05-28.64],What time segments include the sound 'lawn mower'?
13115,703561.mp3,Machine sounds,[0.00-29.20],What time ranges contain occurrences of the audio event 'machine sounds'?
13116,703562.mp3,Bird Chirp,[0.00-27.46],Provide all time ranges where the sound 'bird chirp' is present.
13117,703562.mp3,Insect Buzzing,[0.00-27.46],What time ranges correspond to occurrences of sound type 'insect buzzing'?
13118,703562.mp3,Metallic Sounds,"[0.26-1.16, 3.42-4.21, 8.28-9.44, 13.01-13.80, 16.52-17.60, 19.95-20.92, 23.32-24.08, 25.97-26.70]",Identify all time segments where the audio event 'metallic sounds' takes place.
13119,703588.mp3,Lawn Mower,[0.00-15.86],Specify the time ranges in which the sound 'lawn mower' is detected.
13120,703642.mp3,Footsteps,[0.33-19.03],During which intervals can sound type 'footsteps' be heard?
13121,703876.mp3,Footsteps,[3.93-8.33],Show the time intervals in which the event 'footsteps' is active.
13122,703876.mp3,Sheep_Goat Bleat,"[0.00-1.02, 3.03-3.85, 8.43-9.12, 9.70-10.57, 11.60-12.25, 14.64-15.59]",Identify the time periods containing occurrences of the audio event 'sheep_goat bleat'.
13123,704571.mp3,Bird Chirp,"[4.84-5.30, 13.28-13.74, 21.50-22.17]",Provide all time ranges where the event 'bird chirp' is present.
13124,704571.mp3,Distant Sounds,"[0.00-7.51, 22.89-25.61]",What are the time periods when the event 'distant sounds' takes place?
13125,704571.mp3,Motorcycle driving by,[7.49-22.92],Give all intervals that contain the sound 'motorcycle driving by'.
13126,704572.mp3,Raining,[0.04-28.61],Show the time intervals in which the audio event 'raining' is active.
13127,704728.mp3,Violin Playing,[0.00-20.31],Provide the time segments in which the 'violin playing' sound occurs.
13128,704821.mp3,Atmospheric Sounds,"[10.53-11.75, 14.78-19.43]",List every time segment where the 'atmospheric sounds' sound is present.
13129,704821.mp3,Machine sounds,[0.03-20.26],What time ranges contain occurrences of the 'machine sounds' sound?
13130,704821.mp3,Thud,[0.00-20.25],In which time segments does the audio event 'thud' happen?
13131,704936.mp3,Lawn Mower,[0.00-16.82],During which intervals can sound type 'lawn mower' be heard?
13132,704945.mp3,Airplane engine,[0.02-17.81],During which time periods is the sound 'airplane engine' audible?
13133,705053.mp3,Rattling,[0.00-29.92],In which time segments does the 'rattling' sound happen?
13134,705053.mp3,Water Dripping,"[0.02-6.94, 14.18-18.10, 20.47-29.87]",What are the time periods when the sound 'water dripping' takes place?
13135,705055.mp3,Water Dripping,[10.29-15.48],List all time periods where the sound 'water dripping' can be heard.
13136,705055.mp3,Waves,"[0.00-10.27, 15.49-27.36]",Specify the time ranges in which the sound 'waves' is detected.
13137,705056.mp3,Alarm sound,"[0.85-2.39, 13.66-16.35]",During which time periods is the audio event 'alarm sound' audible?
13138,705056.mp3,Waves,[0.00-16.64],What time ranges correspond to occurrences of sound type 'waves'?
13139,705057.mp3,Distant Sounds,"[3.74-4.39, 5.91-6.35]",What time ranges contain occurrences of the 'distant sounds' sound?
13140,705057.mp3,Grinding,[4.39-5.95],Specify the time ranges in which the 'grinding' sound is detected.
13141,705057.mp3,Water Dripping,"[6.39-6.86, 7.91-13.88, 18.33-22.76]",During which intervals can the sound 'water dripping' be heard?
13142,705276.mp3,Airplane sound,[0.00-25.38],Provide the time segments in which the sound 'airplane sound' occurs.
13143,705276.mp3,Bird Chirp,[0.00-25.38],What are the time periods when the event 'bird chirp' takes place?
13144,705276.mp3,Siren,[0.00-25.38],During which time periods is the event 'siren' audible?
13145,705363.mp3,Vehicle engine,[0.48-13.04],During which time periods is the sound 'vehicle engine' audible?
13146,705402.mp3,Atmospheric Sounds,[0.00-20.66],What are the time periods when the audio event 'atmospheric sounds' takes place?
13147,705402.mp3,Humming,[0.00-20.66],Identify the time periods containing occurrences of sound type 'humming'.
13148,705402.mp3,Wind,[0.00-20.66],Specify the time ranges in which the 'wind' sound is detected.
13149,705479.mp3,Car driving by,"[4.43-11.56, 22.15-23.97]",What are the time periods when the sound 'car driving by' takes place?
13150,705479.mp3,Fan,[0.00-23.97],What are the time periods when the audio event 'fan' takes place?
13151,705479.mp3,Sniffing,[18.92-19.38],What time ranges contain occurrences of the sound 'sniffing'?
13152,705479.mp3,Squeaking,[15.97-17.40],What time ranges contain occurrences of the audio event 'squeaking'?
13153,705508.mp3,Metallic Sounds,[0.00-24.09],In which ranges does the sound 'metallic sounds' occur?
13154,705508.mp3,Traffic Noise,[15.03-24.09],Specify the time ranges in which the sound 'traffic noise' is detected.
13155,705515.mp3,Footsteps,[0.00-27.70],Provide all time ranges where sound type 'footsteps' is present.
13156,705515.mp3,Wind,[0.00-27.70],What time intervals does sound type 'wind' occur in?
13157,705620.mp3,Car driving by,"[7.37-9.28, 10.06-11.36, 18.57-20.25]",Specify the time ranges in which sound type 'car driving by' is detected.
13158,705620.mp3,Jackhammer,[0.00-20.23],Show the time intervals in which sound type 'jackhammer' is active.
13159,705703.mp3,Bird Chirp,[0.06-19.52],In which time segments does the sound 'bird chirp' happen?
13160,705703.mp3,Thud,[0.01-0.60],Give all intervals that contain the audio event 'thud'.
13161,705703.mp3,White noise,[0.04-19.52],During which time periods is the 'white noise' sound audible?
13162,705720.mp3,Dog Barking,"[0.00-5.52, 6.48-12.88, 14.07-18.67, 19.46-27.57]",Show the time intervals in which the event 'dog barking' is active.
13163,705722.mp3,Breathing,[22.05-23.54],In which time segments does the event 'breathing' happen?
13164,705722.mp3,Snoring,"[0.02-3.68, 4.53-8.22, 9.47-13.14, 16.30-19.35, 25.16-27.51]",What time ranges contain occurrences of the 'snoring' sound?
13165,705738.mp3,Footsteps,[0.00-19.94],What time ranges contain occurrences of the sound 'footsteps'?
13166,705946.mp3,Washing Machine,[3.78-4.47],Provide all time ranges where the 'washing machine' sound is present.
13167,706109.mp3,Machine sounds,[0.07-25.48],List all time intervals during which the 'machine sounds' sound appears.
13168,706144.mp3,Metallic Sounds,"[0.36-1.60, 3.16-4.19, 5.72-6.52, 7.79-9.14, 10.02-10.70, 12.60-13.63, 16.46-17.61, 18.36-19.20, 21.19-22.25]",What time ranges contain occurrences of the event 'metallic sounds'?
13169,706146.mp3,Human Speech,[0.04-16.99],In which ranges does sound type 'human speech' occur?
13170,706146.mp3,Metallic Sounds,[12.78-14.09],Provide the time segments in which the event 'metallic sounds' occurs.
13171,706146.mp3,White noise,[0.02-16.97],During which intervals can sound type 'white noise' be heard?
13172,706224.mp3,Atmospheric Sounds,[0.06-4.15],During which intervals can the sound 'atmospheric sounds' be heard?
13173,706224.mp3,Bell Ringing,"[6.01-9.83, 11.84-15.61]",List all time periods where the audio event 'bell ringing' can be heard.
13174,706224.mp3,Metallic Sounds,[0.00-0.27],What time ranges correspond to occurrences of the audio event 'metallic sounds'?
13175,706224.mp3,Trumpet,"[0.25-4.52, 6.05-10.10, 11.86-15.87]",Identify every interval in which the event 'trumpet' takes place.
13176,706225.mp3,Trumpet,"[0.58-1.67, 2.62-3.75, 4.54-5.30, 6.59-7.54, 8.93-10.02, 11.01-12.32, 15.12-16.27]",List all time periods where the audio event 'trumpet' can be heard.
